251	P	4	8.41084	3.84792
251	P	5	8.41153	3.88956
252	P	0	0.413801	-2.55817
252	P	1	0.398041	-2.61337
252	P	2	0.381221	-2.67231
252	P	3	0.306241	-2.93897
252	P	4	0.292625	-2.9891
252	P	5	0.278789	-3.0413
290	P	0	7.53516	-3.68109
290	P	1	7.59099	-3.61382
290	P	2	7.65018	-3.54194
290	P	3	7.91446	-3.21702
290	P	4	7.96264	-3.1573
290	P	5	8.012	-3.09614
306	P	0	9.259	0.802695
306	P	1	9.27966	0.858642
306	P	2	9.30161	0.918765
306	P	3	9.39935	1.19424
306	P	4	9.4171	1.2454
306	P	5	9.43527	1.29819
318	P	0	9.54981	1.80574
318	P	1	9.55131	1.83965
318	P	2	9.55297	1.87575
318	P	3	9.5613	2.03703
318	P	4	9.56222	2.06625
318	P	5	9.56288	2.09588
324	P	0	2.22011	-4.92918
324	P	1	2.23554	-4.89902
324	P	2	2.2522	-4.86679
324	P	3	2.329	-4.72117
324	P	4	2.34321	-4.69509
324	P	5	2.35792	-4.66893
329	P	0	0.507138	-3.61218
329	P	1	0.488762	-3.60098
329	P	2	0.469079	-3.58875
329	P	3	0.379823	-3.53169
329	P	4	0.363287	-3.52158
329	P	5	0.346294	-3.51155
353	P	0	5.78189	-0.0465896
353	P	1	5.77312	-0.0065934
353	P	2	5.76358	0.0361583
353	P	3	5.71969	0.228809
353	P	4	5.71109	0.263766
353	P	5	5.70201	0.299311
385	P	0	8.00145	-2.82834
385	P	1	8.05712	-2.81911
385	P	2	8.11677	-2.80954
385	P	3	8.38907	-2.76963
385	P	4	8.43957	-2.76306
385	P	5	8.49182	-2.75677
426	P	0	8.11199	3.16356
426	P	1	8.14156	3.20741
426	P	2	8.17317	3.25418
426	P	3	8.31645	3.46555
426	P	4	8.34228	3.50462
426	P	5	8.36862	3.54476
434	P	0	0.247642	-2.01824
434	P	1	0.229559	-2.01496
434	P	2	0.210284	-2.01111
434	P	3	0.124239	-1.99043
434	P	4	0.108283	-1.98721
434	P	5	0.0918951	-1.98439
458	P	0	5.35729	2.89252
458	P	1	5.36804	2.91294
458	P	2	5.37941	2.93458
458	P	3	5.42939	3.03041
458	P	4	5.43807	3.04723
458	P	5	5.44678	3.064
460	P	0	6.24012	-3.96427
460	P	1	6.20145	-4.02033
460	P	2	6.16006	-4.08029
460	P	3	5.97252	-4.35218
460	P	4	5.93785	-4.40334
460	P	5	5.90223	-4.45664
463	P	0	10.3882	-0.420005
463	P	1	10.4181	-0.325478
463	P	2	10.45	-0.224202
463	P	3	10.5944	0.236567
463	P	4	10.6208	0.32224
463	P	5	10.6479	0.410545
464	P	0	6.75915	-4.25433
464	P	1	6.71933	-4.26276
464	P	2	6.67652	-4.27208
464	P	3	6.48078	-4.31792
464	P	4	6.4443	-4.32735
464	P	5	6.40663	-4.33756
469	P	0	7.7524	-3.00849
469	P	1	7.76268	-2.99036
469	P	2	7.77388	-2.97101
469	P	3	7.82636	-2.88416
469	P	4	7.83615	-2.8687
469	P	5	7.84634	-2.85327
473	P	0	3.76669	-3.47463
473	P	1	3.77942	-3.45008
473	P	2	3.79316	-3.42419
473	P	3	3.85663	-3.31108
473	P	4	3.86838	-3.29096
473	P	5	3.88055	-3.27081
474	P	0	8.29645	2.58033
474	P	1	8.27853	2.62596
474	P	2	8.25907	2.67517
474	P	3	8.17019	2.90121
474	P	4	8.15364	2.94273
474	P	5	8.13661	2.98515
497	P	0	4.4698	2.63695
497	P	1	4.40648	2.6372
497	P	2	4.33896	2.63719
497	P	3	4.03616	2.63364
497	P	4	3.98006	2.63211
497	P	5	3.92222	2.63006
499	P	0	2.85677	-2.46591
499	P	1	2.87382	-2.4718
499	P	2	2.89228	-2.47809
499	P	3	2.97778	-2.50757
499	P	4	2.99373	-2.5136
499	P	5	3.01047	-2.52013
520	P	0	1.79682	0.458537
520	P	1	1.84423	0.449632
520	P	2	1.89521	0.440677
520	P	3	2.12828	0.404303
520	P	4	2.17112	0.397335
520	P	5	2.21517	0.389923
527	P	0	5.99574	-0.475981
527	P	1	5.91493	-0.479383
527	P	2	5.82831	-0.483145
527	P	3	5.43453	-0.502552
527	P	4	5.36115	-0.507029
527	P	5	5.28535	-0.512196
533	P	0	8.89648	-4.44911
533	P	1	8.86095	-4.42148
533	P	2	8.82259	-4.3922
533	P	3	8.64522	-4.26225
533	P	4	8.61197	-4.23879
533	P	5	8.57752	-4.21501
559	P	0	8.82416	-3.01659
559	P	1	8.88669	-2.97961
559	P	2	8.95347	-2.93995
559	P	3	9.25478	-2.7602
559	P	4	9.31041	-2.72739
559	P	5	9.36778	-2.69399
579	P	0	-3.88072	-1.88733
579	P	1	-3.87951	-1.90002
579	P	2	-3.87834	-1.91351
579	P	3	-3.87326	-1.97462
579	P	4	-3.8727	-1.98677
579	P	5	-3.87237	-1.99991
586	P	0	4.27079	-0.661195
586	P	1	4.31403	-0.632232
586	P	2	4.36014	-0.601363
586	P	3	4.5683	-0.462477
586	P	4	4.60669	-0.437526
586	P	5	4.64627	-0.41231
587	P	0	-3.16014	-1.73548
587	P	1	-3.19836	-1.74495
587	P	2	-3.23929	-1.75494
587	P	3	-3.4242	-1.80022
587	P	4	-3.45833	-1.80958
587	P	5	-3.49346	-1.81988
609	P	0	6.18255	-3.97379
609	P	1	6.10471	-3.94533
609	P	2	6.02145	-3.91484
609	P	3	5.64443	-3.77598
609	P	4	5.57448	-3.75024
609	P	5	5.50242	-3.72395
618	P	0	7.7381	-4.12849
618	P	1	7.70672	-4.11764
618	P	2	7.67275	-4.10573
618	P	3	7.51563	-4.04942
618	P	4	7.48611	-4.03928
618	P	5	7.45558	-4.02904
622	P	0	9.92331	-1.56937
622	P	1	10.0069	-1.51848
622	P	2	10.096	-1.46434
622	P	3	10.497	-1.2212
622	P	4	10.5708	-1.1764
622	P	5	10.6466	-1.1305
636	P	0	4.68136	-0.508075
636	P	1	4.67688	-0.575841
636	P	2	4.6722	-0.648597
636	P	3	4.65263	-0.980814
636	P	4	4.64914	-1.04296
636	P	5	4.64561	-1.10743
642	P	0	6.43682	-4.62716
642	P	1	6.48588	-4.60312
642	P	2	6.53833	-4.57781
642	P	3	6.77516	-4.46696
642	P	4	6.81934	-4.447
642	P	5	6.86519	-4.42683
647	P	0	5.61165	-2.46898
647	P	1	5.66677	-2.46194
647	P	2	5.72523	-2.45426
647	P	3	5.98615	-2.41881
647	P	4	6.03364	-2.41273
647	P	5	6.08213	-2.40683
670	P	0	3.75243	1.24819
670	P	1	3.6903	1.18126
670	P	2	3.62402	1.10946
670	P	3	3.32582	0.78174
670	P	4	3.27085	0.720069
670	P	5	3.21438	0.655976
677	P	0	7.41991	-2.46545
677	P	1	7.37659	-2.44301
677	P	2	7.3306	-2.41906
677	P	3	7.12578	-2.31252
677	P	4	7.08822	-2.2935
677	P	5	7.04991	-2.27431
679	P	0	10.1768	-0.739696
679	P	1	10.11	-0.764605
679	P	2	10.0386	-0.791024
679	P	3	9.71425	-0.909525
679	P	4	9.65356	-0.931531
679	P	5	9.59067	-0.954369
696	P	0	8.07646	-4.24846
696	P	1	8.15187	-4.238
696	P	2	8.2327	-4.22712
696	P	3	8.60106	-4.17982
696	P	4	8.66964	-4.17146
696	P	5	8.74058	-4.16319
699	P	0	6.15232	-3.11837
699	P	1	6.11064	-3.14814
699	P	2	6.06628	-3.17999
699	P	3	5.86647	-3.32351
699	P	4	5.82955	-3.35088
699	P	5	5.79158	-3.37963
704	P	0	10.1523	-2.90026
704	P	1	10.1818	-2.8622
704	P	2	10.2136	-2.82193
704	P	3	10.36	-2.64257
704	P	4	10.3869	-2.61004
704	P	5	10.4146	-2.57696
706	P	0	5.8567	-1.84081
706	P	1	5.93035	-1.80096
706	P	2	6.00878	-1.75835
706	P	3	6.36239	-1.56595
706	P	4	6.42776	-1.53103
706	P	5	6.49522	-1.49547
708	P	0	6.37142	2.01129
708	P	1	6.42048	2.06422
708	P	2	6.47267	2.12096
708	P	3	6.70608	2.37956
708	P	4	6.74844	2.42732
708	P	5	6.79173	2.47642
722	P	0	6.73864	-3.3245
722	P	1	6.801	-3.34924
722	P	2	6.86729	-3.3752
722	P	3	7.16434	-3.48875
722	P	4	7.21871	-3.50961
722	P	5	7.27453	-3.53124
748	P	0	4.66935	-0.14451
748	P	1	4.63045	-0.106859
748	P	2	4.58915	-0.0667823
748	P	3	4.40486	0.11481
748	P	4	4.37078	0.148021
748	P	5	4.33567	0.181961
750	P	0	7.27343	-4.29609
750	P	1	7.21818	-4.28575
750	P	2	7.15923	-4.27418
750	P	3	6.89151	-4.2184
750	P	4	6.84189	-4.20849
750	P	5	6.79085	-4.19866
756	P	0	9.64736	-4.19093
756	P	1	9.60832	-4.18599
756	P	2	9.5664	-4.18048
756	P	3	9.37428	-4.15462
756	P	4	9.33825	-4.15033
756	P	5	9.30096	-4.14626
763	P	0	5.39423	-2.01709
763	P	1	5.41131	-1.99997
763	P	2	5.42944	-1.98158
763	P	3	5.50986	-1.89848
763	P	4	5.52404	-1.88358
763	P	5	5.53843	-1.86851
770	P	0	4.24052	-1.82225
770	P	1	4.28503	-1.80468
770	P	2	4.33264	-1.7859
770	P	3	4.54931	-1.70042
770	P	4	4.5891	-1.68502
770	P	5	4.62999	-1.66954
776	P	0	8.97299	-2.67069
776	P	1	8.92719	-2.64965
776	P	2	8.87819	-2.62706
776	P	3	8.65561	-2.52443
776	P	4	8.61401	-2.50585
776	P	5	8.57101	-2.48703
782	P	0	2.80549	2.00342
782	P	1	2.85102	2.0224
782	P	2	2.90002	2.04264
782	P	3	3.12522	2.13345
782	P	4	3.16704	2.14954
782	P	5	3.21014	2.16562
799	P	0	8.35334	-3.37132
799	P	1	8.41243	-3.33408
799	P	2	8.47578	-3.29427
799	P	3	8.76376	-3.11525
799	P	4	8.81688	-3.0827
799	P	5	8.87157	-3.04964
802	P	0	7.32156	-3.72457
802	P	1	7.32099	-3.68902
802	P	2	7.32053	-3.65067
802	P	3	7.31992	-3.47373
802	P	4	7.31986	-3.441
802	P	5	7.31988	-3.4074
812	P	0	5.03176	0.87459
812	P	1	5.01709	0.866882
812	P	2	5.00126	0.858624
812	P	3	4.92922	0.820467
812	P	4	4.91561	0.812389
812	P	5	4.90151	0.803463
813	P	0	5.34658	-3.23499
813	P	1	5.40948	-3.24218
813	P	2	5.47692	-3.25015
813	P	3	5.78404	-3.28953
813	P	4	5.84103	-3.2974
813	P	5	5.89984	-3.30605
814	P	0	7.6016	-1.86346
814	P	1	7.65405	-1.83828
814	P	2	7.70984	-1.81098
814	P	3	7.96061	-1.68382
814	P	4	8.0068	-1.66021
814	P	5	8.05436	-1.63594
815	P	0	4.60283	-1.07999
815	P	1	4.55147	-1.03711
815	P	2	4.49697	-0.991601
815	P	3	4.25267	-0.788514
815	P	4	4.20734	-0.751767
815	P	5	4.16053	-0.714509
817	P	0	7.37814	-3.91819
817	P	1	7.42971	-3.89242
817	P	2	7.4847	-3.86481
817	P	3	7.73293	-3.73946
817	P	4	7.77855	-3.71638
817	P	5	7.82545	-3.69275
824	P	0	1.99465	-2.83239
824	P	1	1.96821	-2.84442
824	P	2	1.93959	-2.85687
824	P	3	1.80767	-2.91117
824	P	4	1.78291	-2.9218
824	P	5	1.7573	-2.93324
826	P	0	1.62064	2.38365
826	P	1	1.5984	2.44234
826	P	2	1.57459	2.50548
826	P	3	1.46742	2.79588
826	P	4	1.44723	2.84955
826	P	5	1.42627	2.90466
831	P	0	7.03401	0.223187
831	P	1	7.02715	0.245318
831	P	2	7.0196	0.268837
831	P	3	6.98395	0.373965
831	P	4	6.97669	0.392826
831	P	5	6.9688	0.411815
840	P	0	9.4047	-1.86609
840	P	1	9.39809	-1.90733
840	P	2	9.39114	-1.95167
840	P	3	9.36038	-2.15587
840	P	4	9.35428	-2.1945
840	P	5	9.34779	-2.23467
851	P	0	5.69876	-3.61119
851	P	1	5.63903	-3.58841
851	P	2	5.57507	-3.56385
851	P	3	5.28482	-3.45062
851	P	4	5.23087	-3.43001
851	P	5	5.17513	-3.4091
862	P	0	8.85117	1.42688
862	P	1	8.81574	1.43777
862	P	2	8.77793	1.44935
862	P	3	8.60714	1.50234
862	P	4	8.57506	1.51222
862	P	5	8.5418	1.52229
863	P	0	0.978322	-1.87633
863	P	1	0.944131	-1.8667
863	P	2	0.907615	-1.85628
863	P	3	0.743651	-1.80862
863	P	4	0.713547	-1.80052
863	P	5	0.682842	-1.79271
868	P	0	8.90854	1.89328
868	P	1	8.88151	1.86661
868	P	2	8.85256	1.83776
868	P	3	8.72155	1.70367
868	P	4	8.69721	1.67816
868	P	5	8.67214	1.65142
875	P	0	9.28281	-0.0555023
875	P	1	9.27583	-0.0160216
875	P	2	9.26877	0.0260058
875	P	3	9.23991	0.214567
875	P	4	9.23474	0.248877
875	P	5	9.22958	0.283848
900	P	0	6.21488	-2.08056
900	P	1	6.18536	-2.06583
900	P	2	6.15411	-2.05005
900	P	3	6.01416	-1.9792
900	P	4	5.98779	-1.96651
900	P	5	5.96032	-1.95375
904	P	0	-0.278233	-1.77
904	P	1	-0.263596	-1.78679
904	P	2	-0.247849	-1.80454
904	P	3	-0.176451	-1.88418
904	P	4	-0.163402	-1.89946
904	P	5	-0.149985	-1.91571
933	P	0	7.84819	-4.47166
933	P	1	7.80428	-4.45177
933	P	2	7.75693	-4.43053
933	P	3	7.53904	-4.33421
933	P	4	7.4983	-4.31684
933	P	5	7.4562	-4.29929
935	P	0	3.11052	0.487616
935	P	1	3.07722	0.529629
935	P	2	3.04164	0.574507
935	P	3	2.87985	0.7774
935	P	4	2.84914	0.81425
935	P	5	2.81711	0.851707
938	P	0	6.06036	-3.23288
938	P	1	6.16705	-3.19981
938	P	2	6.2807	-3.1648
938	P	3	6.79298	-3.00918
938	P	4	6.88723	-2.98107
938	P	5	6.98409	-2.95249
941	P	0	5.06497	2.52163
941	P	1	5.14605	2.55996
941	P	2	5.23292	2.60088
941	P	3	5.62892	2.78547
941	P	4	5.70211	2.81879
941	P	5	5.77744	2.85258
954	P	0	9.68085	-4.10341
954	P	1	9.73211	-4.06732
954	P	2	9.78682	-4.02832
954	P	3	10.0341	-3.84822
954	P	4	10.0798	-3.81468
954	P	5	10.1269	-3.78016
966	P	0	9.30048	-2.84102
966	P	1	9.26393	-2.82871
966	P	2	9.22436	-2.81535
966	P	3	9.04178	-2.75399
966	P	4	9.00763	-2.74315
966	P	5	8.97232	-2.73237
972	P	0	2.55985	1.21071
972	P	1	2.59356	1.20315
972	P	2	2.62947	1.19527
972	P	3	2.79194	1.15967
972	P	4	2.82149	1.15253
972	P	5	2.85167	1.14483
975	P	0	8.51428	-4.60777
975	P	1	8.56173	-4.56545
975	P	2	8.61273	-4.51987
975	P	3	8.84677	-4.31071
975	P	4	8.89046	-4.27179
975	P	5	8.9357	-4.23166
976	P	0	7.90747	3.34703
976	P	1	7.88344	3.40848
976	P	2	7.85778	3.47432
976	P	3	7.74194	3.77329
976	P	4	7.71983	3.82836
976	P	5	7.69671	3.88494
979	P	0	7.43006	-3.18157
979	P	1	7.45764	-3.15741
979	P	2	7.48718	-3.13155
979	P	3	7.62204	-3.014
979	P	4	7.64708	-2.99281
979	P	5	7.67291	-2.97147
981	P	0	5.74041	-2.11489
981	P	1	5.79535	-2.10358
981	P	2	5.85409	-2.0911
981	P	3	6.11932	-2.03205
981	P	4	6.1682	-2.02129
981	P	5	6.21849	-2.01045
982	P	0	3.13482	-0.155315
982	P	1	3.10463	-0.119312
982	P	2	3.07253	-0.0809141
982	P	3	2.92845	0.0926306
982	P	4	2.90158	0.124241
982	P	5	2.87383	0.156371
991	P	0	8.63546	-2.90724
991	P	1	8.63961	-2.85296
991	P	2	8.64381	-2.79454
991	P	3	8.66155	-2.52733
991	P	4	8.66469	-2.4777
991	P	5	8.66793	-2.42661
997	P	0	1.48062	-0.714978
997	P	1	1.43089	-0.720873
997	P	2	1.37782	-0.726836
997	P	3	1.13862	-0.751027
997	P	4	1.09415	-0.7559
997	P	5	1.04821	-0.76132
1010	P	0	6.47173	-1.81511
1010	P	1	6.52048	-1.7952
1010	P	2	6.57287	-1.77381
1010	P	3	6.81356	-1.67617
1010	P	4	6.85844	-1.65841
1010	P	5	6.90495	-1.64042
1011	P	0	3.20121	-1.13332
1011	P	1	3.28432	-1.10804
1011	P	2	3.37361	-1.08096
1011	P	3	3.78117	-0.958089
1011	P	4	3.85668	-0.936017
1011	P	5	3.93465	-0.913782
1025	P	0	7.76808	2.5225
1025	P	1	7.75186	2.57659
1025	P	2	7.73443	2.6343
1025	P	3	7.65496	2.89403
1025	P	4	7.63975	2.94165
1025	P	5	7.62393	2.99041
1034	P	0	9.60213	0.567828
1034	P	1	9.5991	0.604254
1034	P	2	9.59624	0.643142
1034	P	3	9.58738	0.818188
1034	P	4	9.58589	0.850119
1034	P	5	9.58441	0.88273
1037	P	0	2.61184	-1.35746
1037	P	1	2.55967	-1.33253
1037	P	2	2.50401	-1.30566
1037	P	3	2.25361	-1.18248
1037	P	4	2.20723	-1.16006
1037	P	5	2.15949	-1.13731
1038	P	0	0.930101	-2.46973
1038	P	1	0.950588	-2.49286
1038	P	2	0.972432	-2.51737
1038	P	3	1.07071	-2.62727
1038	P	4	1.0889	-2.6484
1038	P	5	1.10772	-2.67073
1042	P	0	3.36502	-1.4401
1042	P	1	3.37221	-1.4104
1042	P	2	3.37956	-1.37844
1042	P	3	3.4102	-1.23218
1042	P	4	3.41523	-1.20567
1042	P	5	3.42015	-1.17882
1045	P	0	3.86546	-1.32718
1045	P	1	3.84964	-1.31529
1045	P	2	3.83344	-1.30238
1045	P	3	3.7645	-1.24211
1045	P	4	3.75154	-1.23093
1045	P	5	3.73806	-1.21958
1066	P	0	5.6674	-4.29297
1066	P	1	5.73104	-4.30851
1066	P	2	5.79905	-4.32483
1066	P	3	6.10525	-4.3961
1066	P	4	6.16152	-4.40956
1066	P	5	6.21935	-4.42387
1072	P	0	8.9772	-3.07718
1072	P	1	8.97415	-3.07169
1072	P	2	8.97091	-3.06578
1072	P	3	8.95585	-3.03947
1072	P	4	8.95295	-3.0354
1072	P	5	8.94996	-3.03173
1078	P	0	9.01473	-3.48667
1078	P	1	9.06716	-3.4977
1078	P	2	9.12331	-3.50999
1078	P	3	9.37884	-3.57021
1078	P	4	9.4262	-3.58227
1078	P	5	9.47507	-3.59528
1098	P	0	1.60586	1.08243
1098	P	1	1.5942	1.08141
1098	P	2	1.5815	1.08049
1098	P	3	1.52217	1.07839
1098	P	4	1.51052	1.07776
1098	P	5	1.49824	1.07685
1106	P	0	-1.26061	-4.88168
1106	P	1	-1.24498	-4.88531
1106	P	2	-1.22829	-4.88893
1106	P	3	-1.15257	-4.90273
1106	P	4	-1.13858	-4.90578
1106	P	5	-1.12414	-4.90929
1112	P	0	4.91214	-0.761622
1112	P	1	4.90736	-0.752854
1112	P	2	4.90233	-0.743121
1112	P	3	4.88121	-0.696544
1112	P	4	4.87718	-0.688141
1112	P	5	4.87308	-0.679799
1117	P	0	9.82799	-0.825639
1117	P	1	9.84122	-0.765472
1117	P	2	9.85515	-0.701176
1117	P	3	9.91675	-0.409962
1117	P	4	9.9274	-0.356616
1117	P	5	9.93808	-0.302054
1135	P	0	4.73455	-1.40488
1135	P	1	4.65834	-1.39739
1135	P	2	4.57668	-1.38907
1135	P	3	4.20565	-1.34989
1135	P	4	4.13671	-1.3429
1135	P	5	4.06564	-1.33598
1153	P	0	8.59299	-0.586836
1153	P	1	8.59445	-0.512088
1153	P	2	8.59607	-0.432353
1153	P	3	8.6026	-0.0728117
1153	P	4	8.60368	-0.00694208
1153	P	5	8.60478	0.0605162
1166	P	0	0.557631	-3.36274
1166	P	1	0.528746	-3.35671
1166	P	2	0.498081	-3.35053
1166	P	3	0.361493	-3.32537
1166	P	4	0.336026	-3.32161
1166	P	5	0.309743	-3.31823
1201	P	0	6.83929	-2.08301
1201	P	1	6.85017	-2.03808
1201	P	2	6.86213	-1.98989
1201	P	3	6.92058	-1.77028
1201	P	4	6.93182	-1.72973
1201	P	5	6.94371	-1.6881
1226	P	0	4.56922	-3.51837
1226	P	1	4.62889	-3.46843
1226	P	2	4.69251	-3.41475
1226	P	3	4.97989	-3.16879
1226	P	4	5.03294	-3.12326
1226	P	5	5.0877	-3.07646
1236	P	0	7.46368	0.135362
1236	P	1	7.49908	0.169253
1236	P	2	7.53683	0.206067
1236	P	3	7.70692	0.377381
1236	P	4	7.73793	0.40959
1236	P	5	7.76977	0.442972
1249	P	0	5.50661	-3.97923
1249	P	1	5.5805	-3.98248
1249	P	2	5.65969	-3.98573
1249	P	3	6.01918	-3.99896
1249	P	4	6.08534	-4.00186
1249	P	5	6.1534	-4.00531
1251	P	0	6.03858	-1.37246
1251	P	1	5.95967	-1.3414
1251	P	2	5.87541	-1.30782
1251	P	3	5.49421	-1.15262
1251	P	4	5.42348	-1.12342
1251	P	5	5.35059	-1.09334
1251	P	0	6.03853	-1.37229
1251	P	1	5.95915	-1.33966
1251	P	2	5.87439	-1.30442
1251	P	3	5.49108	-1.14222
1251	P	4	5.42033	-1.11294
1251	P	5	5.34753	-1.08318
1261	P	0	5.02862	-0.672408
1261	P	1	5.05729	-0.63045
1261	P	2	5.08767	-0.585595
1261	P	3	5.2227	-0.383597
1261	P	4	5.24717	-0.346983
1261	P	5	5.2722	-0.309833
1287	P	0	2.55203	1.3633
1287	P	1	2.58603	1.38975
1287	P	2	2.62218	1.41794
1287	P	3	2.78524	1.54559
1287	P	4	2.8151	1.56886
1287	P	5	2.84579	1.59241
1320	P	0	7.67887	-4.16973
1320	P	1	7.6286	-4.1595
1320	P	2	7.57476	-4.14869
1320	P	3	7.32956	-4.10041
1320	P	4	7.28381	-4.09214
1320	P	5	7.23661	-4.08411
1332	P	0	3.91154	0.190088
1332	P	1	3.93603	0.124188
1332	P	2	3.96245	0.0536435
1332	P	3	4.08413	-0.266523
1332	P	4	4.10694	-0.325942
1332	P	5	4.13075	-0.387224
1335	P	0	5.0262	-3.36861
1335	P	1	5.07617	-3.34432
1335	P	2	5.12943	-3.31785
1335	P	3	5.36977	-3.1934
1335	P	4	5.41408	-3.17028
1335	P	5	5.45971	-3.14666
1358	P	0	6.24742	-2.50132
1358	P	1	6.2137	-2.4584
1358	P	2	6.1777	-2.41263
1358	P	3	6.01482	-2.2066
1358	P	4	5.98462	-2.16924
1358	P	5	5.95354	-2.13134
1381	P	0	3.54001	0.935287
1381	P	1	3.52837	0.961753
1381	P	2	3.51607	0.990191
1381	P	3	3.462	1.12015
1381	P	4	3.45187	1.14365
1381	P	5	3.44139	1.16739
1388	P	0	5.57834	-3.50152
1388	P	1	5.58738	-3.43372
1388	P	2	5.59692	-3.36105
1388	P	3	5.63854	-3.03052
1388	P	4	5.64613	-2.97016
1388	P	5	5.654	-2.90854
1397	P	0	7.49718	-2.19878
1397	P	1	7.50193	-2.13754
1397	P	2	7.50663	-2.07167
1397	P	3	7.52551	-1.77037
1397	P	4	7.52836	-1.71482
1397	P	5	7.53101	-1.65787
1398	P	0	2.36958	-3.99814
1398	P	1	2.36292	-4.01312
1398	P	2	2.35604	-4.02888
1398	P	3	2.32694	-4.09835
1398	P	4	2.32163	-4.11187
1398	P	5	2.31619	-4.12632
1405	P	0	8.64515	-3.81068
1405	P	1	8.63099	-3.81895
1405	P	2	8.61559	-3.82772
1405	P	3	8.54433	-3.86667
1405	P	4	8.531	-3.87409
1405	P	5	8.51722	-3.88192
